time,open,high,low,close
2025-07-18,1897.6,1948.2,1854,1873
2025-07-19,1880.2,1889.4,1870.4,1877.4
2025-07-20,1885,1888.8,1870,1877.8
2025-07-21,1877.8,1955,1875,1943.2
2025-07-22,1945,1973.6,1925.6,1970
2025-07-23,1964,1991.6,1960.6,1968.8
2025-07-24,1961,1983.2,1951.4,1973
2025-07-25,1970,1978,1907.4,1914.6
2025-07-26,1919,1939.2,1915.4,1926.6
2025-07-27,1926.6,1929.6,1916.2,1917.4
2025-07-28,1926.6,1956.4,1903,1931
2025-07-29,1936.8,2011,1929,1987
2025-07-30,1994.6,2007,1930,1930.8
2025-07-31,1938.2,1980,1934,1967.2
2025-08-01,1968,1985,1943,1966.4
2025-08-04,1966.6,2035,1958.2,2031.6
2025-08-05,2036.6,2063.8,2016,2048
2025-08-06,2046.2,2071.2,2022.6,2053.8
2025-08-07,2053.8,2085,2044,2079.4
2025-08-08,2084.8,2147,2073.8,2145
2025-08-11,2150,2248.2,2090,2108.4
2025-08-12,2116.6,2129.8,2045.2,2077
2025-08-13,2083.8,2120,2080.4,2097.4
2025-08-14,2107.8,2127.6,2080,2108
2025-08-15,2109,2132,2105.6,2116.2
2025-08-16,2104,2107,2068.2,2094.4
2025-08-17,2095,2098.8,2075.2,2081.2
2025-08-18,2081.2,2124.4,2081.2,2115.6
2025-08-19,2116.4,2166,2116.4,2137.8
2025-08-20,2136.2,2163.6,2126,2146.8
2025-08-21,2150,2181.8,2135.6,2147.4
2025-08-22,2148,2203.2,2144.8,2194
2025-08-23,2195,2215,2194.6,2211
2025-08-24,2215,2224,2206.8,2214.2
2025-08-25,2215,2233.2,2187,2198
2025-08-26,2205.4,2213.4,2176.2,2209.6
2025-08-27,2209.6,2219.4,2124.2,2143.8
2025-08-28,2145.2,2170,2125.2,2165
2025-08-29,2165,2166.6,2100,2138.2
2025-08-30,2138.2,2145.4,2123.2,2130.8
2025-08-31,2130.2,2136.6,2125,2135.8
2025-09-01,2145.4,2190,2141,2182.4
2025-09-02,2190,2228,2166.2,2223.8
2025-09-03,2225,2238.2,2204,2232.2
2025-09-04,2220.6,2232.8,2205.2,2219.4
2025-09-05,2222,2240,2215.8,2235.6
2025-09-06,2238.4,2240,2231,2234.4
2025-09-07,2237,2239.8,2232,2238.2
2025-09-08,2240,2290,2231.4,2280.8
2025-09-09,2281.2,2348.8,2281.2,2327.4
2025-09-10,2330,2344,2311.8,2336.4
2025-09-11,2330.2,2334.6,2310.8,2328.4
2025-09-12,2334.8,2367.2,2286.4,2312.8
2025-09-13,2318.4,2324,2298,2308.4
2025-09-14,2310.4,2322,2305.8,2315.2
2025-09-15,2318,2345,2267,2345
2025-09-16,2345,2360,2323.2,2340.2
2025-09-17,2340.2,2355,2295.8,2309.6
2025-09-18,2315.4,2320,2281.6,2296
2025-09-19,2299.8,2310,2285.2,2293.6
2025-09-22,2297.2,2340,2277,2328.6
2025-09-23,2330.2,2365,2306,2322.8
2025-09-24,2324,2334.6,2301.2,2309
2025-09-25,2310,2336.4,2303.6,2313
2025-09-26,2312,2325.8,2306,2320.2
2025-09-27,2326.8,2329,2320.4,2325.2
2025-09-28,2325.2,2331.6,2324,2328.4
2025-09-29,2333,2407.6,2333,2386.6
2025-09-30,2405,2439,2340,2362.4
2025-10-01,2367,2405,2344.2,2368.2
2025-10-02,2368,2378.8,2286.4,2317.2
2025-10-03,2317.4,2337,2295,2321.8
2025-10-04,2315.2,2329.8,2300,2309.8
2025-10-05,2309.8,2335.2,2305.4,2332
2025-10-06,2346,2382,2340,2377.4
2025-10-07,2382,2396,2363.8,2386
2025-10-08,2396,2411,2308.2,2352
2025-10-09,2352,2377.4,2300,2323
2025-10-10,2322.8,2322.8,2235.6,2292.4
2025-10-13,2270,2282.6,2205.8,2223.6
2025-10-14,2230.2,2255.2,2081.6,2128.2
2025-10-15,2140,2232.6,2094,2212.8
2025-10-16,2220,2340,2180,2340
2025-10-17,2360,2383.6,2185,2196.2
2025-10-18,2196.2,2224,2193.8,2213.4
2025-10-19,2214,2216.8,2180,2193.6
2025-10-20,2202.8,2208,2122.8,2186
2025-10-21,2186,2188.6,2039,2058.2
2025-10-22,2061.8,2095,2023,2043.8
2025-10-23,2035,2072,1990,2037.2
2025-10-24,2041,2094,2035,2043.2
2025-10-27,2041.6,2041.6,1951.2,1971
2025-10-28,1970.8,2006.8,1956,1980.6
2025-10-29,1980.6,2072,1980,2045.8
2025-10-30,2040,2097,2039.4,2094.6
2025-10-31,2094,2119.8,2041,2052.8
2025-11-01,2059.4,2073,2050.8,2062
2025-11-03,2068,2107,2063.2,2098.8
2025-11-05,2094.6,2122.6,2055.2,2087
2025-11-06,2088,2098,2070.2,2072.8
2025-11-07,2073,2100,2072.8,2084.8
2025-11-08,2086,2092.6,2077,2083.2
2025-11-09,2084.8,2089,2082.6,2087.2
2025-11-10,2098,2148.2,2096,2148
2025-11-11,2154,2179.8,2142.2,2153.8
2025-11-12,2151,2165.2,2119,2153.6
2025-11-13,2159,2205,2155.8,2167.8
2025-11-14,2178.2,2189,2113.4,2150.2
2025-11-15,2150.2,2156.8,2144.6,2151
2025-11-16,2155,2159.8,2143,2158.6
2025-11-17,2159,2164.6,2090,2095
2025-11-18,2087.8,2150,2066.2,2130.2
2025-11-19,2130,2189,2119.4,2145
2025-11-20,2145,2185,2131.2,2170.2
2025-11-21,2170.2,2177,2140,2161
2025-11-24,2161.2,2182.6,2112,2140
2025-11-25,2140.4,2149.8,2120.6,2133.6
2025-11-26,2143.2,2145.2,2110.2,2136.6
2025-11-27,2136,2138,2111,2111.2
2025-11-28,2116,2149,2112,2140.4
2025-11-29,2145.4,2147.6,2135,2139.8
2025-11-30,2140.4,2152.6,2136.6,2147.6
2025-12-01,2152.6,2163,2116.2,2144.8
2025-12-02,2145.2,2151,2121.4,2135
2025-12-03,2129.6,2143,2110.4,2128
2025-12-04,2131,2152,2119.4,2136.8
2025-12-05,2136.8,2192,2136,2168.6
2025-12-08,2168.6,2190,2133,2138
2025-12-09,2145,2179.4,2126.6,2168
2025-12-10,2170,2185,2166.8,2183.8
2025-12-11,2188.8,2268,2181,2255.6
2025-12-12,2259.6,2301.4,2222,2241.8
2025-12-13,2247.2,2258,2242.2,2254.8
2025-12-14,2254.8,2259.2,2246.2,2252.8
2025-12-15,2264,2295,2257.4,2294.2
2025-12-16,2294.2,2314.2,2280.2,2312.4
2025-12-17,2313,2315.8,2283.6,2310.2
2025-12-18,2309.6,2326,2281,2294.4
2025-12-19,2294.4,2315,2281.6,2304.8
2025-12-22,2294,2344.2,2266,2286.8
2025-12-23,2295.4,2346.4,2288,2328
2025-12-24,2330,2332,2305,2325.2
2025-12-25,2330,2333.6,2307.4,2324.6
2025-12-26,2328.6,2379,2324,2373.4
2025-12-27,2376.6,2425.8,2376.4,2417.4
2025-12-28,2417.4,2445,2417.4,2445
2025-12-29,2450,2464,2346,2372
2025-12-30,2377,2408,2370,2398.4
2026-01-05,2415,2443,2412,2438.8
2026-01-06,2442,2457.8,2430.4,2442
2026-01-08,2430.6,2439.8,2390.2,2408
2026-01-09,2412,2428.6,2396,2416.4
2026-01-12,2431.6,2580,2430,2547
2026-01-13,2547,2607.4,2527.2,2580
2026-01-14,2599,2629,2544.2,2593.2
2026-01-15,2565.4,2578,2539.2,2569.8
2026-01-16,2560,2589,2543,2561
2026-01-17,2561,2565,2556.2,2562
2026-01-18,2562.4,2573.6,2560.6,2573
2026-01-19,2601.4,2620,2596.4,2609
2026-01-20,2620,2649,2605.2,2649
2026-01-21,2660.6,2728.4,2640.8,2643
2026-01-22,2645.6,2702,2641,2696
2026-01-23,2703.2,2720,2673,2709
2026-01-24,2714,2721,2709,2719.8
2026-01-25,2721,2744.6,2720,2744.6
2026-01-26,2760,2776.8,2718.2,2737.4
2026-01-27,2744.8,2749.6,2661.4,2714.8
2026-01-28,2735.2,2764.8,2684,2738
2026-01-29,2763,2765,2620,2706
2026-01-30,2660,2678,2535,2601.2
2026-01-31,2580,2606.4,2578.6,2599.6
2026-02-01,2599,2600,2580.8,2599.4
2026-02-02,2559,2638.4,2506.2,2629.8
2026-02-03,2659,2694,2646,2690
2026-02-04,2700.6,2726,2645,2674.8
2026-02-05,2640,2666.8,2591,2601.6
2026-02-06,2601.8,2640,2595.8,2631.8
2026-02-07,2633,2639,2622,2626.2
2026-02-08,2626.2,2640,2621.4,2639.4
2026-02-09,2644,2683,2632.2,2677.8
2026-02-10,2666.4,2677.2,2643,2661.6
2026-02-11,2669,2694.8,2653,2676
2026-02-12,2677,2677.2,2569,2573.2
2026-02-13,2581,2594,2502,2533.8
2026-02-16,2528.4,2528.8,2452.8,2469
2026-02-17,2464.8,2464.8,2410.2,2421.6
2026-02-18,2427.2,2492.6,2424.2,2485.6
2026-02-19,2485.8,2545.8,2482,2499.6
2026-02-20,2505,2530,2480.4,2505
2026-02-21,2510,2518.8,2506,2512.2
2026-02-22,2513,2516.4,2505,2514.8
2026-02-23,2522,2533.8,2517.8,2531.6
2026-02-24,2532.6,2539,2484.4,2488
2026-02-25,2491,2516,2486.6,2511.4
2026-02-26,2512,2520.8,2468.6,2481
2026-02-27,2476.6,2514.6,2466,2505.4
2026-02-28,2513.6,2581.2,2510,2579.2
2026-03-01,2579.6,2581.2,2571.6,2581.2
2026-03-02,2588.4,2600,2500,2543
2026-03-03,2550,2552,2446,2476.4
2026-03-04,2485.6,2516,2468.2,2492.4
2026-03-05,2500,2508.4,2458.8,2475
2026-03-06,2477.4,2484,2415,2436.4
2026-03-09,2425,2425,2351,2402.2
2026-03-10,2405.8,2476.6,2404.4,2464.4
2026-03-11,2462.4,2471.2,2414.4,2431.6
2026-03-12,2424,2430.2,2404.8,2408.6
2026-03-13,2417,2442,2405.2,2421.2
2026-03-14,2421.8,2428.8,2416,2425
2026-03-15,2425,2430,2417.2,2426.8
2026-03-16,2431.8,2436.6,2383.2,2392.6
2026-03-17,2394.6,2406.2,2382.8,2386.2
2026-03-18,2387,2404.6,2320,2322.4
2026-03-19,2330,2344.6,2237,2283
2026-03-20,2299.6,2340.4,2278,2296
2026-03-23,2248.2,2303,2212.8,2283.6
2026-03-24,2265,2313.2,2261,2273
2026-03-25,2288.6,2300,2238.8,2251.4
2026-03-26,2251.4,2254,2213.2,2227.6
2026-03-27,2236,2243.8,2158.8,2165.6
2026-03-28,2165.6,2166.8,2145.4,2150.2
2026-03-29,2156.2,2181.4,2150,2175.6
2026-03-30,2184.4,2188.6,2115,2121
2026-03-31,2124.2,2141,2068.4,2115.4
2026-04-01,2120.8,2176,2105.6,2167.8
2026-04-02,2155.8,2155.8,2126.8,2130.8
